,session_id,trial_num,category,submit_time,submit_date,num_strokes,draw_duration,trial_duration,mean_intensity,bounding_box,filename,condition,CB,subID,image_name
0,Praisedraw_pilot_5_1563463995897,0,none,1563464626883.0,2019-07-18T15:43:46.883Z,5,10.132,64.84,0.02198262117346939,"(103, 208, 73, 121)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
1,Praisedraw_pilot_5_1563463995897,1,this square,1563464639648.0,2019-07-18T15:43:59.648Z,1,4.947,12.762,0.01700015943877551,"(67, 160, 70, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tracing,1,PD2_190718_01,
2,Praisedraw_pilot_5_1563463995897,2,this shape,1563464659614.0,2019-07-18T15:44:19.614Z,1,10.182,19.963,0.0303531568877551,"(10, 198, 45, 145)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tracing,1,PD2_190718_01,
3,Praisedraw_pilot_5_1563463995897,3,none,1563464677239.0,2019-07-18T15:44:37.239Z,10,31.655,17.622,0.016541772959183673,"(45, 153, 66, 153)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
4,Praisedraw_pilot_5_1563463995897,3,none,1563464684494.0,2019-07-18T15:44:44.494Z,10,31.655,24.877,0.019909917091836735,"(21, 135, 63, 189)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
5,Praisedraw_pilot_5_1563463995897,3,none,1563464695905.0,2019-07-18T15:44:55.905Z,10,31.655,36.288,0.03146922831632653,"(19, 198, 31, 196)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
6,Praisedraw_pilot_5_1563463995897,3,none,1563464707837.0,2019-07-18T15:45:07.837Z,10,31.655,48.22,0.06052694515306122,"(7, 214, 16, 210)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
7,Praisedraw_pilot_5_1563463995897,11,none,1563464938938.0,2019-07-18T15:48:58.938Z,6,9.474,32.618,0.022341358418367346,"(131, 216, 37, 111)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/selective/selective_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,selective,1,PD2_190718_01,
8,Praisedraw_pilot_5_1563463995897,14,none,1563464979804.0,2019-07-18T15:49:39.804Z,6,27.24,28.412,0.01717952806122449,"(131, 192, 57, 108)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,overpraise,1,PD2_190718_01,
9,Praisedraw_pilot_5_1563463995897,14,none,1563464994246.0,2019-07-18T15:49:54.246Z,6,27.24,42.854,0.028838488520408163,"(122, 219, 66, 153)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,overpraise,1,PD2_190718_01,
10,Praisedraw_pilot_5_1563465054618,0,none,1563466200271.0,2019-07-18T16:10:00.271Z,1,0.986,56.76,0.010762117346938776,"(15, 204, 118, 124)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563465054618_PD2_190718_02.png,tryit,2,PD2_190718_02,
11,Praisedraw_pilot_5_1563465054618,1,this square,1563466213358.0,2019-07-18T16:10:13.358Z,1,4.188,13.084,0.03009406887755102,"(31, 181, 13, 178)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_5_1563465054618_PD2_190718_02.png,tracing,2,PD2_190718_02,
12,Praisedraw_pilot_5_1563465054618,2,this shape,1563466249976.0,2019-07-18T16:10:49.976Z,1,14.318,36.615,0.0362922512755102,"(0, 213, 34, 148)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_9_24_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_5_1563465054618_PD2_190718_02.png,tracing,2,PD2_190718_02,
