,session_id,trial_num,category,submit_time,submit_date,num_strokes,draw_duration,trial_duration,mean_intensity,bounding_box,filename,condition,CB,subID,image_name
0,Praisedraw_pilot_5_1563463995897,0,none,1.56346E+12,2019-07-18T15:43:46.883Z,5,1.319,64.84,0.021982621,"(103, 208, 73, 121)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
1,Praisedraw_pilot_5_1563463995897,1,this square,1.56346E+12,2019-07-18T15:43:59.648Z,1,3.196,12.762,0.017000159,"(67, 160, 70, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tracing,1,PD2_190718_01,
2,Praisedraw_pilot_5_1563463995897,2,this shape,1.56346E+12,2019-07-18T15:44:19.614Z,1,4.571,19.963,0.030353157,"(10, 198, 45, 145)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tracing,1,PD2_190718_01,
3,Praisedraw_pilot_5_1563463995897,3,none,1.56346E+12,2019-07-18T15:44:37.239Z,10,5.697,17.622,0.016541773,"(45, 153, 66, 153)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
4,Praisedraw_pilot_5_1563463995897,3,none,1.56346E+12,2019-07-18T15:44:44.494Z,10,10.132,24.877,0.019909917,"(21, 135, 63, 189)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
5,Praisedraw_pilot_5_1563463995897,3,none,1.56346E+12,2019-07-18T15:44:55.905Z,10,4.947,36.288,0.031469228,"(19, 198, 31, 196)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
6,Praisedraw_pilot_5_1563463995897,3,none,1.56346E+12,2019-07-18T15:45:07.837Z,10,10.182,48.22,0.060526945,"(7, 214, 16, 210)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/tryit/tryit_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,tryit,1,PD2_190718_01,
7,Praisedraw_pilot_5_1563463995897,11,none,1.56346E+12,2019-07-18T15:48:58.938Z,6,0.981,32.618,0.022341358,"(131, 216, 37, 111)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/selective/selective_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,selective,1,PD2_190718_01,
8,Praisedraw_pilot_5_1563463995897,14,none,1.56346E+12,2019-07-18T15:49:39.804Z,6,6.624,28.412,0.017179528,"(131, 192, 57, 108)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,overpraise,1,PD2_190718_01,
9,Praisedraw_pilot_5_1563463995897,14,none,1.56346E+12,2019-07-18T15:49:54.246Z,6,7.517,42.854,0.028838489,"(122, 219, 66, 153)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_5_sketches_10_1_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_5_1563463995897_PD2_190718_01.png,overpraise,1,PD2_190718_01,
