,session_id,trial_num,category,submit_time,submit_date,num_strokes,draw_duration,trial_duration,mean_intensity,bounding_box,filename,condition,CB,subID,image_name
0,Praisedraw_pilot_2_1556739602991,0,none,1.55674E+12,2019-05-01T20:37:01.446Z,4,5.393,56.447,0.014568718,"(96, 172, 54, 163)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,tryit,1,PD_190501_01,
1,Praisedraw_pilot_2_1556739602991,1,this square,1.55674E+12,2019-05-01T20:37:20.552Z,1,7.805,19.103,0.018674267,"(58, 162, 58, 162)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,tracing,1,PD_190501_01,
2,Praisedraw_pilot_2_1556739602991,2,this shape,1.55674E+12,2019-05-01T20:37:36.406Z,1,10.747,15.851,0.032724809,"(13, 208, 39, 148)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,tracing,1,PD_190501_01,
3,Praisedraw_pilot_2_1556739602991,11,none,1.55674E+12,2019-05-01T20:41:43.644Z,9,12.248,30.596,0.033183195,"(28, 222, 9, 190)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,selective,1,PD_190501_01,
4,Praisedraw_pilot_2_1556739602991,15,none,1.55674E+12,2019-05-01T20:43:12.342Z,19,33.588,46.264,0.068598533,"(19, 223, 25, 202)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,overpraise,1,PD_190501_01,
5,Praisedraw_pilot_2_1556743992622,0,none,1.55675E+12,2019-05-01T21:31:02.563Z,10,14.482,73.791,0.043088329,"(22, 181, 46, 192)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,tryit,2,PD_190501_02,
6,Praisedraw_pilot_2_1556743992622,1,this square,1.55675E+12,2019-05-01T21:31:30.331Z,1,3.445,27.765,0.020966199,"(57, 166, 46, 163)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,tracing,2,PD_190501_02,
7,Praisedraw_pilot_2_1556743992622,2,this shape,1.55675E+12,2019-05-01T21:31:44.134Z,1,9.891,13.8,0.034638074,"(7, 208, 31, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,tracing,2,PD_190501_02,
8,Praisedraw_pilot_2_1556743992622,11,none,1.55675E+12,2019-05-01T21:36:55.379Z,45,54.49,67.75,0.152164381,"(0, 223, 0, 210)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,selective,2,PD_190501_02,
9,Praisedraw_pilot_2_1556743992622,15,none,1.55675E+12,2019-05-01T21:38:18.305Z,5,14.626,37.703,0.044742506,"(9, 181, 66, 199)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,overpraise,2,PD_190501_02,
10,Praisedraw_pilot_2_1556747298674,0,none,1.55675E+12,2019-05-01T22:19:58.861Z,12,24.975,74.598,0.087492028,"(0, 192, 0, 220)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,tryit,3,PD_190501_03,
11,Praisedraw_pilot_2_1556747298674,1,this square,1.55675E+12,2019-05-01T22:20:36.001Z,12,23.662,37.137,0.021006059,"(63, 162, 58, 162)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,tracing,3,PD_190501_03,
12,Praisedraw_pilot_2_1556747298674,2,this shape,1.55675E+12,2019-05-01T22:21:00.548Z,6,17.576,24.544,0.018315529,"(18, 204, 57, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_5_25_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,tracing,3,PD_190501_03,
