,session_id,trial_num,category,submit_time,submit_date,num_strokes,draw_duration,trial_duration,mean_intensity,bounding_box,filename,condition,CB,subID,image_name
0,Praisedraw_pilot_2_1556739602991,0,none,1556743021446.0,2019-05-01T20:37:01.446Z,4,5.393,56.447,0.014568718112244899,"(96, 172, 54, 163)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,tryit,1,PD_190501_01,
1,Praisedraw_pilot_2_1556739602991,1,this square,1556743040552.0,2019-05-01T20:37:20.552Z,1,7.805,19.103,0.018674266581632654,"(58, 162, 58, 162)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,tracing,1,PD_190501_01,
2,Praisedraw_pilot_2_1556739602991,2,this shape,1556743056406.0,2019-05-01T20:37:36.406Z,1,10.747,15.851,0.032724808673469385,"(13, 208, 39, 148)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,tracing,1,PD_190501_01,
3,Praisedraw_pilot_2_1556739602991,11,none,1556743303644.0,2019-05-01T20:41:43.644Z,9,12.248,30.596,0.03318319515306122,"(28, 222, 9, 190)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,selective,1,PD_190501_01,
4,Praisedraw_pilot_2_1556739602991,15,none,1556743392342.0,2019-05-01T20:43:12.342Z,19,33.588,46.264,0.06859853316326531,"(19, 223, 25, 202)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556739602991_PD_190501_01.png,overpraise,1,PD_190501_01,
5,Praisedraw_pilot_2_1556743992622,0,none,1556746262563.0,2019-05-01T21:31:02.563Z,10,14.482,73.791,0.043088329081632654,"(22, 181, 46, 192)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,tryit,2,PD_190501_02,
6,Praisedraw_pilot_2_1556743992622,1,this square,1556746290331.0,2019-05-01T21:31:30.331Z,1,3.445,27.765,0.020966198979591837,"(57, 166, 46, 163)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,tracing,2,PD_190501_02,
7,Praisedraw_pilot_2_1556743992622,2,this shape,1556746304134.0,2019-05-01T21:31:44.134Z,1,9.891,13.8,0.03463807397959184,"(7, 208, 31, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,tracing,2,PD_190501_02,
8,Praisedraw_pilot_2_1556743992622,11,none,1556746615379.0,2019-05-01T21:36:55.379Z,45,54.49,67.75,0.15216438137755103,"(0, 223, 0, 210)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,selective,2,PD_190501_02,
9,Praisedraw_pilot_2_1556743992622,15,none,1556746698305.0,2019-05-01T21:38:18.305Z,5,14.626,37.703,0.04474250637755102,"(9, 181, 66, 199)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556743992622_PD_190501_02.png,overpraise,2,PD_190501_02,
10,Praisedraw_pilot_2_1556747298674,0,none,1556749198861.0,2019-05-01T22:19:58.861Z,12,24.975,74.598,0.08749202806122448,"(0, 192, 0, 220)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,tryit,3,PD_190501_03,
11,Praisedraw_pilot_2_1556747298674,1,this square,1556749236001.0,2019-05-01T22:20:36.001Z,12,23.662,37.137,0.02100605867346939,"(63, 162, 58, 162)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,tracing,3,PD_190501_03,
12,Praisedraw_pilot_2_1556747298674,2,this shape,1556749260548.0,2019-05-01T22:21:00.548Z,6,17.576,24.544,0.018315529336734693,"(18, 204, 57, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,tracing,3,PD_190501_03,
13,Praisedraw_pilot_2_1556747298674,11,none,1556749647811.0,2019-05-01T22:27:27.811Z,1,5.179,16.868,0.03264508928571429,"(3, 223, 0, 223)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,selective,3,PD_190501_03,
14,Praisedraw_pilot_2_1556747298674,15,none,1556749718065.0,2019-05-01T22:28:38.065Z,7,17.645,27.317,0.05883290816326531,"(0, 223, 0, 223)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556747298674_PD_190501_03.png,overpraise,3,PD_190501_03,
15,Praisedraw_pilot_2_1556914869004,0,none,1556914970220.0,2019-05-03T20:22:50.220Z,27,22.93,65.712,0.09133848852040816,"(57, 223, 43, 189)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556914869004_PD_190503_04.png,tryit,4,PD_190503_04,
16,Praisedraw_pilot_2_1556914869004,1,this square,1556914990876.0,2019-05-03T20:23:10.876Z,1,9.806,20.653,0.0196109693877551,"(60, 160, 63, 162)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556914869004_PD_190503_04.png,tracing,4,PD_190503_04,
17,Praisedraw_pilot_2_1556914869004,2,this shape,1556915011422.0,2019-05-03T20:23:31.422Z,1,13.845,20.542,0.0314094387755102,"(13, 207, 43, 151)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556914869004_PD_190503_04.png,tracing,4,PD_190503_04,
18,Praisedraw_pilot_2_1556914869004,11,none,1556915354789.0,2019-05-03T20:29:14.789Z,7,29.486,49.896,0.04799107142857143,"(4, 208, 45, 193)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556914869004_PD_190503_04.png,selective,4,PD_190503_04,
19,Praisedraw_pilot_2_1556914869004,15,none,1556915429929.0,2019-05-03T20:30:29.928Z,10,17.061,30.499,0.0341796875,"(49, 223, 73, 177)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556914869004_PD_190503_04.png,overpraise,4,PD_190503_04,
20,Praisedraw_pilot_2_1556917742314,0,none,1556917839660.0,2019-05-03T21:10:39.659Z,1,1.953,62.531,0.002272002551020408,"(185, 198, 82, 95)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556917742314_PD_190503_05.png,tryit,5,PD_190503_05,
21,Praisedraw_pilot_2_1556917742314,1,this square,1556917902417.0,2019-05-03T21:11:42.417Z,7,47.881,62.755,0.03459821428571429,"(66, 159, 64, 160)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556917742314_PD_190503_05.png,tracing,5,PD_190503_05,
22,Praisedraw_pilot_2_1556917742314,2,this shape,1556917931991.0,2019-05-03T21:12:11.991Z,6,21.132,29.571,0.031728316326530615,"(16, 207, 48, 145)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this shape_sketch_Praisedraw_pilot_2_1556917742314_PD_190503_05.png,tracing,5,PD_190503_05,
23,Praisedraw_pilot_2_1556917742314,11,none,1556918370233.0,2019-05-03T21:19:30.233Z,32,57.649,77.599,0.05044244260204082,"(97, 222, 57, 144)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/overpraise/overpraise_none_sketch_Praisedraw_pilot_2_1556917742314_PD_190503_05.png,overpraise,5,PD_190503_05,
24,Praisedraw_pilot_2_1556917742314,15,none,1556918488446.0,2019-05-03T21:21:28.446Z,41,49.155,75.754,0.04430404974489796,"(69, 219, 84, 150)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/selective/selective_none_sketch_Praisedraw_pilot_2_1556917742314_PD_190503_05.png,selective,5,PD_190503_05,
25,Praisedraw_pilot_2_1556918745270,0,none,1556919197541.0,2019-05-03T21:33:17.541Z,6,9.595,58.389,0.05351163903061224,"(28, 192, 34, 199)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tryit/tryit_none_sketch_Praisedraw_pilot_2_1556918745270_PD_190503_06.png,tryit,6,PD_190503_06,
26,Praisedraw_pilot_2_1556918745270,1,this square,1556919215822.0,2019-05-03T21:33:35.822Z,1,6.064,18.278,0.026526626275510203,"(25, 178, 48, 186)",/Users/masaba/Documents/GitHub/praise-draw/analysis/Praisedraw_pilot_2_sketches_7_17_2019/tracing/tracing_this square_sketch_Praisedraw_pilot_2_1556918745270_PD_190503_06.png,tracing,6,PD_190503_06,
